,Configuration,R² Score
636,Only Center Weight,0.3965304106754743
637,Only Center Weight,0.42594291999130246
638,Only Center Weight,0.44069706255689295
639,Only Center Weight,0.40419009065171896
640,Only Center Weight,0.440222966577112
641,Only Center Weight,0.4203111356217714
642,Only Center Weight,0.48598092338052556
643,Only Center Weight,0.45235570082697546
644,Only Center Weight,0.4196727037197181
645,Only Center Weight,0.37926739875770327
646,Only Center Weight,0.42051520709114376
647,Only Center Weight,0.4853161850289395
648,Only Center Weight,0.45107370650359774
649,Only Center Weight,0.3695595307924841
650,Only Center Weight,0.4220050541954517
651,Only Center Weight,0.4162568200451865
652,Only Center Weight,0.4474153195349344
653,Only Center Weight,0.4430562229895563
654,Only Center Weight,0.4642334908505596
655,Only Center Weight,0.4753229919617234
656,Only Center Weight,0.40312001429907063
657,Only Center Weight,0.43303257861242345
658,Only Center Weight,0.4476752057728528
659,Only Center Weight,0.45065616187101704
660,Only Center Weight,0.45254026974080663
661,Only Center Weight,0.42629843961919195
662,Only Center Weight,0.45833272326816077
663,Only Center Weight,0.44463203514088195
664,Only Center Weight,0.4094548599428567
665,Only Center Weight,0.44885138160969684
666,Only Center Weight,0.47147024784511876
667,Only Center Weight,0.44963936507431573
668,Only Center Weight,0.4695470061415724
669,Only Center Weight,0.4241354028463693
670,Only Center Weight,0.4389360606593792
671,Only Center Weight,0.44302752990278654
672,Only Center Weight,0.42691574724317954
673,Only Center Weight,0.4943994727667384
674,Only Center Weight,0.429600470077572
675,Only Center Weight,0.4227178802308585
676,Only Center Weight,0.3972697426170555
677,Only Center Weight,0.4537220031354873
678,Only Center Weight,0.44466832832276487
679,Only Center Weight,0.45824617570447324
680,Only Center Weight,0.4356975133921054
681,Only Center Weight,0.4170333361894253
682,Only Center Weight,0.4290855973945646
683,Only Center Weight,0.4565455915946572
684,Only Center Weight,0.42698493316366276
685,Only Center Weight,0.43985649885241773
686,Only Center Weight,0.4630772573535626
687,Only Center Weight,0.4559146622188952
688,Only Center Weight,0.44049869692990806
689,Only Center Weight,0.39818293442388425
690,Only Center Weight,0.456689881462555
691,Only Center Weight,0.407579474245192
692,Only Center Weight,0.4022567152807637
693,Only Center Weight,0.440092066458435
694,Only Center Weight,0.46093742367981705
695,Only Center Weight,0.4409055341226433
696,Only Center Weight,0.4411879882455308
697,Only Center Weight,0.43996043836844756
698,Only Center Weight,0.4379623222925172
699,Only Center Weight,0.43620281790838944
